gppd_idnr,name,lat,lon,capacity_mw,primary_fuel,type
USA0061702,Greater New Bedford LFG Utiliz. Facility,41.725,-70.978,3.3,Waste,waste
USA0057377,Greater Sandhill I,37.6855,-105.8909,19.0,Solar,solar
USA0056590,Green Acres Breeze LLC,43.5861,-95.7803,1.3,Wind,wind
USA0057849,Green Acres Solar Facility 1,38.282,-121.4647,3.0,Solar,solar
USA0057850,Green Acres Solar Facility 2,38.2836,-121.4613,1.0,Solar,solar
USA0061339,Green Beanworks B PV,34.688,-117.9895,3.0,Solar,solar
USA0061215,Green Beanworks C PV,34.597,-117.931,3.0,Solar,solar
USA0061216,Green Beanworks D PV,34.655,-118.0821,3.0,Solar,solar
USA0060703,Green City Recovery  LLC,38.3453,-84.5489,2.0,Waste,waste
USA0055146,Green Country Energy LLC,35.9833,-95.9346,903.9,Gas,gas
USA0060721,Green Cow Power,41.5367,-85.9272,3.0,Biomass,biomass
USA0060911,Green Energy Machine,41.373,-94.754,1.7,Wind,wind
USA0059148,Green Farm,35.8317,-77.2697,5.0,Solar,solar
USA0061207,Green Island Hydroelectric Station,42.7481,-73.6902,6.0,Hydro,hydro
USA0055765,Green Knight Energy Center,40.8592,-75.2627,9.9,Waste,waste
USA0063019,Green Lake Solar,44.7767,-85.6923,1.0,Solar,solar
USA0061291,Green Meadow Solar  LLC,46.6945,-112.0636,3.0,Solar,solar
USA0058097,Green Meadows,41.6694,-70.5319,3.5,Solar,solar
USA0000516,Green Mountain,39.8788,-106.3327,26.0,Hydro,hydro
USA0055370,Green Mountain Storage  LLC,39.8514,-79.0706,10.4,Storage,storage
USA0059732,Green Pastures Wind I,33.6282,-99.4112,150.0,Wind,wind
USA0059733,Green Pastures Wind II,33.646,-99.5329,150.0,Wind,wind
USA0003080,Green Peter,44.4494,-122.5494,80.0,Hydro,hydro
USA0055470,Green Power 2,29.3781,-94.9328,861.0,Gas,gas
USA0055396,Green Power I,33.9014,-116.7167,16.5,Wind,wind
USA0060471,Green River Wind Farm,41.6203,-89.557,194.3,Wind,wind
USA0006403,Green Springs,42.1212,-122.5479,17.2,Hydro,hydro
USA0056278,Green Valley LFGTE,38.3967,-82.8088,2.4000000000000004,Waste,waste
USA0058747,GreenWhey Energy Inc,45.3903,-92.1625,3.2,Biomass,biomass
USA0056413,Greenback Energy,44.0208,-96.4331,1.7,Wind,wind
USA0000010,Greene County,32.6017,-87.7811,1288.4,Gas,gas
USA0060463,Greene County Meter #1,42.2948,-74.0008,1.6,Solar,solar
USA0055014,Greene Valley Gas Recovery,41.7338,-88.0849,6.6,Waste,waste
USA0062063,Greenfield Solar PV,42.64,-72.58,2.0,Solar,solar
USA0061053,Greenfield Solar Park,39.7938,-85.8165,2.8,Solar,solar
USA0058458,Greenfield Wind,41.29,-94.485,1.6,Wind,wind
USA0060486,Greenfield Wind - MT,47.723,-111.963,25.0,Wind,wind
USA0002527,Greenidge Generation LLC,42.6789,-76.9483,112.0,Gas,gas
USA0056799,Greenland Energy Center,30.1591,-81.5184,380.8,Gas,gas
USA0010349,Greenleaf 2 Power Plant,39.1365,-121.6397,49.5,Gas,gas
USA0002681,Greenport,41.1055,-72.3758,10.1,Oil,oil
USA0003464,Greens Bayou,29.8222,-95.2194,432.0,Gas,gas
USA0057118,Greensburg,37.5499,-99.3444,12.5,Wind,wind
USA0059913,Greensville County Power Station,36.7182,-77.6496,1773.3000000000002,Gas,gas
USA0004258,Greenup Hydro,38.6472,-82.8594,70.19999999999999,Hydro,hydro
USA0060512,Greenville,33.0458,-84.7144,1.0,Solar,solar
USA0062759,Greenville CSG,41.356,-74.622,2.0,Solar,solar
USA0055228,Greenville Electric Generating Station,40.0758,-84.6151,236.0,Gas,gas
USA0058603,Greenville Solar Plant,38.2561,-112.7358,2.2,Solar,solar
USA0006035,Greenwood (MI),43.1056,-82.6964,1071.3,Gas,gas
USA0006074,Greenwood (MO),38.8615,-94.2982,261.8,Gas,gas
USA0060019,Greenwood Solar Farm,43.1056,-82.6964,1.9,Solar,solar
USA0000188,Greers Ferry Lake,35.5207,-91.9953,96.0,Hydro,hydro
USA0006643,Greg Avenue,34.2079,-118.3516,1.0,Hydro,hydro
USA0050384,Gregg Falls,43.0168,-71.5679,3.5,Hydro,hydro
USA0055086,Gregory Power Plant,27.8893,-97.2584,432.0,Gas,gas
USA0058370,Gridley Main,39.3733,-121.6842,1.0,Solar,solar
USA0058371,Gridley Main Two,39.3733,-121.6817,2.5,Solar,solar
USA0062198,Griffin Road Solar  LLC CSG,42.1466,-72.0044,2.0,Solar,solar
USA0062953,Griffin Solar,31.4741,-97.1412,5.0,Solar,solar
USA0059019,Griffith,41.5214,-87.4361,2.0,Solar,solar
USA0055124,Griffith Energy LLC,35.054,-114.1333,655.0,Gas,gas
USA0056016,Grimes Way,46.7289,-117.1514,4.0,Gas,gas
USA0061689,Grimm Community Solar,44.7314,-94.6093,1.0,Solar,solar
USA0007338,Grizzly,39.8893,-121.2792,22.0,Hydro,hydro
USA0010424,Gross Hydro Plant,39.9456,-105.3565,7.8,Hydro,hydro
USA0062987,Grossmont HS Solar Project,32.8165,-116.9996,1.4,Solar,solar
USA0010115,Grossmont Hospital,32.7797,-117.0064,4.5,Gas,gas
USA0056238,Groton Generating Station,45.3735,-98.0987,188.5,Gas,gas
USA0058141,Groton Wind LLC,43.7681,-71.8189,48.0,Wind,wind
USA0060181,Grove Solar,35.1692,-77.1182,5.0,Solar,solar
USA0060330,Grove Solar Center  LLC,43.9367,-117.3812,6.0,Solar,solar
USA0057989,Groveland Solar,42.7511,-71.0372,3.2,Solar,solar
USA0001145,Grundy Center City Light Plant,42.3631,-92.7723,8.7,Oil,oil
USA0055153,Guadalupe Generating Station,29.6244,-98.1419,1088.2,Gas,gas
USA0062690,Guadalupe Solar Farm,37.269,-121.8611,1.7,Solar,solar
USA0004178,Guernsey,42.2899,-104.7606,6.4,Hydro,hydro
USA0057891,Guernsey Solar Station,36.1639,-119.6506,20.0,Solar,solar
USA0063052,Guildlerland CSG,42.7273,-74.0008,2.0,Solar,solar
USA0059689,Gulf Coast Solar Center I,30.5154,-86.5184,30.0,Solar,solar
USA0059690,Gulf Coast Solar Center II,30.4308,-86.8952,40.0,Solar,solar
USA0059691,Gulf Coast Solar Center III,30.4704,-87.3352,50.0,Solar,solar
USA0001491,Gulf Island,44.1529,-70.2094,19.200000000000003,Hydro,hydro
USA0061208,Gulfport Naval Base CSG PV System,30.3799,-89.1192,3.5,Solar,solar
USA0056776,Gunsight Mountain Wind Energy LLC,32.2403,-101.4736,120.0,Wind,wind
USA0000048,Guntersville,34.4213,-86.3939,115.2,Hydro,hydro
USA0062195,Guse CSG,44.092,-93.7078,1.0,Solar,solar
USA0063076,Gutenberg Solar,36.4864,-77.5348,79.9,Solar,solar
USA0062392,Guyton Community Solar,32.4128,-81.4428,3.6,Solar,solar
USA0003583,H 4,29.4952,-97.6249,2.4,Hydro,hydro
USA0003584,H 5,29.4681,-97.4919,2.4,Hydro,hydro
USA0007710,H Allen Franklin Combined Cycle,32.6078,-85.0975,1995.7,Gas,gas
USA0003251,H B Robinson,34.4017,-80.1589,768.6,Nuclear,nuclear
USA0007873,H L Culbreath Bayside Power Station,27.9072,-82.4231,2294.0000000000005,Gas,gas
USA0006041,H L Spurlock,38.7,-83.8181,1608.5,Coal,coal
USA0007588,H M Jackson,47.9084,-121.8144,111.8,Hydro,hydro
USA0000011,H Neely Henry Dam,33.7845,-86.0524,72.9,Hydro,hydro
USA0000126,H Wilson Sundt Generating Station,32.16,-110.9047,434.9000000000001,Gas,gas
USA0056039,H. Gonzales,33.9986,-118.2219,11.8,Gas,gas
USA0060121,HCE Johnston I  LLC,35.56,-78.5945,2.6,Solar,solar
USA0062539,HCE Moore I,35.1343,-79.4195,2.0,Solar,solar
USA0061722,HEBT Irvine 1,33.7135,-117.8521,5.5,Storage,storage
USA0061723,HEBT Irvine 2,33.6652,-117.7682,5.8,Storage,storage
USA0061721,HEBT WLA 1,33.6693,-117.6468,1.0,Storage,storage
USA0061765,HGS Solar I,43.5437,-73.3253,2.0,Solar,solar
USA0010777,HL Power,40.3683,-120.2648,36.2,Waste,waste
USA0062655,HL Solar,40.373,-120.262,7.6,Solar,solar
USA0060299,HMV Minster Energy Storage System,40.3988,-84.3873,7.0,Storage,storage
USA0060190,HMW Minster PV I,40.3904,-84.4016,3.0,Solar,solar
USA0059860,HP Hood CT,39.1325,-78.1875,15.0,Gas,gas
USA0060573,HQC Rock River Solar Power Gen Station,42.5788,-89.033,2.1,Solar,solar
USA0057179,HSCo CHP,41.7614,-72.6686,4.0,Gas,gas
USA0058597,HTW Plant 303 COGEN,40.7631,-111.8417,7.4,Gas,gas
USA0058186,HVCC Cogen Plant,42.6969,-73.68,8.1,Gas,gas
USA0060209,HXNAir Solar One,36.3487,-77.6315,5.0,Solar,solar
USA0000240,Haas,36.9274,-119.0203,135.0,Hydro,hydro
USA0056823,Hackberry Wind Farm,32.7683,-99.4228,165.6,Wind,wind
USA0062196,Hadley 2 Solar  LLC CSG,42.3512,-72.5565,1.9,Solar,solar
USA0001605,Hadley Falls,42.2119,-72.6036,33.400000000000006,Hydro,hydro
USA0055573,Hadley Ridge LLC,44.2253,-96.235,1.9,Wind,wind
USA0059484,Hadley Solar NG  LLC,42.3521,-72.5389,3.0,Solar,solar
USA0001358,Haefling,38.0794,-84.5194,41.4,Gas,gas
USA0003285,Hagood,32.8265,-79.9634,177.3,Gas,gas
USA0010544,Hailesboro 4 Plant,44.3117,-75.445,1.4,Hydro,hydro
USA0000398,Haiwee,36.1097,-117.9567,5.6,Hydro,hydro
USA0050118,Hal C Weaver Power Plant,30.2867,-97.7356,152.5,Gas,gas
USA0059247,Hale Community Wind Farm,33.9278,-101.7422,478.0,Wind,wind
USA0061523,Haley Solar,33.0234,-81.2934,8.2,Solar,solar
USA0050178,Halifax,36.7817,-78.9236,1.6,Hydro,hydro
USA0058943,Halifax,36.4419,-77.7114,20.0,Solar,solar
USA0058560,Halifax County Biomass,36.7014,-78.8733,49.9,Waste,waste
USA0056877,Hall's Warehouse Solar Project,40.5737,-74.3944,1.6,Solar,solar
USA0002265,Hallam,40.5587,-96.7862,56.7,Gas,gas
USA0000241,Halsey,38.957,-121.0419,13.6,Hydro,hydro
USA0008105,Halstad,47.3501,-96.8319,4.0,Oil,oil
USA0002917,Hamilton (OH),39.4098,-84.5543,126.9,Gas,gas
USA0003109,Hamilton (PA),39.9087,-76.9885,19.6,Oil,oil
USA0000242,Hamilton Branch,40.2687,-121.0895,5.300000000000001,Hydro,hydro
USA0007807,Hamilton Hydro,39.4128,-84.5558,2.2,Hydro,hydro
USA0007782,Hamilton Peaking,39.3528,-84.5183,32.0,Gas,gas
USA0062025,Hamilton Solar,41.657,-72.161,1.0,Solar,solar
USA0061807,Hamilton Solar Power Plant,30.4443,-83.1869,74.9,Solar,solar
USA0060489,Hamilton Solar-Crosswicks,40.169,-74.6301,7.5,Solar,solar
USA0056292,Hamlet Generating Facility,34.8423,-79.7361,343.8,Gas,gas
USA0062099,Hammer CSG,45.4176,-94.0094,4.8,Solar,solar
USA0057428,Hammett Hill Windfarm,43.0061,-115.4633,23.0,Wind,wind
USA0061024,Hammock Solar,26.6926,-81.325,74.5,Solar,solar
USA0060494,Hampden,42.0447,-72.4388,3.2,Solar,solar
USA0062073,Hampden Solar PV,42.0457,-72.4593,3.5,Solar,solar
USA0060815,Hampshire College Hybrid,42.3769,-72.4691,4.4,Solar,solar
USA0010116,Hampshire Paper,44.2965,-75.3665,3.4,Hydro,hydro
USA0010108,Hampton Facility,42.9383,-70.8406,5.0,Gas,gas
USA0062060,Hampton MN GRE,44.5488,-93.0205,2.0,Solar,solar
USA0061498,Hampton Solar 2,32.881,-81.136,20.0,Solar,solar
USA0061325,Hampton Solar I,32.879,-81.133,6.8,Solar,solar
USA0001730,Hancock,42.5497,-83.4425,121.6,Gas,gas
USA0056010,Hancock County Wind Energy Center,43.0528,-93.63,98.0,Wind,wind
USA0060517,Hancock Creek Hydroelectric Project,47.5722,-121.6897,6.0,Hydro,hydro
USA0058686,Hancock Wind Plant,44.7608,-68.1469,51.0,Wind,wind
USA0003491,Handley,32.7283,-97.2192,1314.8,Gas,gas
USA0055233,Handsome Lake Energy LLC,41.2908,-79.8061,294.5,Gas,gas
USA0059300,Hanford 1 and 2,36.3067,-119.6292,3.0,Solar,solar
USA0055698,Hanford Energy Park Peaker,36.2701,-119.6481,92.2,Gas,gas
USA0055736,Hanging Rock Energy Facility,38.5731,-82.7833,1429.8000000000002,Gas,gas
USA0002571,Hannawa,44.6192,-74.9733,7.2,Hydro,hydro
USA0063097,Hannibal - Oakwood Substation,39.6798,-91.3988,16.0,Oil,oil
USA0063099,Hannibal - Wastewater Treatment Plant,39.6995,-91.3714,2.0,Oil,oil
USA0063098,Hannibal - Water Treatment Plant,39.723,-91.3744,2.0,Oil,oil
USA0059628,Hanover,40.0653,-74.5906,5.0,Solar,solar
USA0061877,Hanover Solar  LLC,34.8009,-77.2138,4.9,Solar,solar
USA0062652,Happy Hollow CSG Hybrid,42.607,-72.0453,8.3,Solar,solar
USA0056960,Happy Jack Windpower Project,41.1397,-104.9978,29.4,Wind,wind
USA0059512,Happy Solar,35.3965,-78.5108,4.0,Solar,solar
USA0062736,Harbec Energy,43.2273,-77.3641,1.7,Wind,wind
USA0000399,Harbor,33.7706,-118.2656,548.1,Gas,gas
USA0050541,Harbor Cogen,33.7771,-118.2303,107.4,Gas,gas
USA0058424,Harbor Wind LLC,27.8322,-97.4403,9.0,Wind,wind
USA0050949,Hardee Power Station,27.6364,-81.9636,470.1,Gas,gas
USA0003286,Hardeeville,32.2988,-81.0739,16.3,Oil,oil
USA0056280,Hardin County LFGTE,37.7258,-85.7258,2.4000000000000004,Waste,waste
USA0056604,Hardin County Peaking Facility,30.3038,-94.2526,173.0,Gas,gas
USA0055749,Hardin Generator Project,45.7578,-107.6,115.7,Coal,coal
USA0056860,Hardin Hilltop Wind LLC,42.0822,-94.365,14.7,Wind,wind
USA0000990,Harding Street,39.7113,-86.1969,1064.7,Gas,gas
USA0060415,Hardison Farm Solar  LLC,35.8308,-77.0219,5.2,Solar,solar
USA0057287,Hardscrabble Wind Power LLC,43.1122,-74.8789,74.0,Wind,wind
USA0060458,Hardwick-Athol & Eagle Hill,42.3084,-72.1896,2.8,Solar,solar
USA0001707,Hardy,43.4866,-85.6299,31.5,Hydro,hydro
USA0061030,Harford Solar Farm,42.448,-76.245,2.0,Solar,solar
USA0056283,Hargis-Hebert Electric Generating,30.1694,-91.9923,100.8,Gas,gas
USA0001146,Harlan,41.6445,-95.3153,3.4,Oil,oil
USA0063671,Harlem Hospital Center,40.8145,-73.9399,4.4,Oil,oil
USA0007914,Harlem River Yard,40.7991,-73.9156,94.0,Gas,gas
USA0058095,Harmon DC Totowa NJ,40.9039,-74.2478,1.5,Solar,solar
USA0059627,Harmony,40.7553,-75.171,3.3,Solar,solar
USA0060126,Harpster Wind,40.7183,-83.2287,1.5,Wind,wind
USA0055372,Harquahala Generating Project,33.476,-113.1134,1325.1,Gas,gas
USA0059337,Harrell's Hill Solar Center LLC,35.2119,-78.1008,5.0,Solar,solar
USA0003746,Harriman,42.7936,-72.9144,33.599999999999994,Hydro,hydro
USA0006193,Harrington,35.2982,-101.7472,1080.0,Coal,coal
USA0006015,Harris,35.6334,-78.9556,950.9,Nuclear,nuclear
USA0006188,Harris Dam,33.2583,-85.616,135.0,Hydro,hydro
USA0001492,Harris Hydro,45.4592,-69.8658,76.4,Hydro,hydro
USA0002528,Harris Lake,43.9719,-74.1861,4.2,Oil,oil
USA0010118,Harrisburg Facility,40.2442,-76.8539,24.1,Waste,waste
USA0055664,Harrison County Power Project,32.3958,-94.4367,570.0,Gas,gas
USA0007082,Harry Allen,36.4306,-114.9024,745.0,Gas,gas
USA0056328,Harry D Mattison Gas Plant,36.1855,-94.2841,349.0,Gas,gas
USA0055221,Harry L. Oswald,34.5923,-92.2166,599.5,Gas,gas
USA0006141,Harry Truman,38.2623,-93.4062,161.4,Hydro,hydro
USA0001827,Hart,43.7041,-86.3663,5.1,Oil,oil
USA0052061,Hartford Hospital Cogeneration,41.7631,-72.6733,11.8,Gas,gas
USA0060909,Hartford Landfill Solar EGF,41.7915,-72.6509,1.0,Solar,solar
USA0063174,Hartmann Project CSG,45.4936,-94.1134,1.0,Solar,solar
USA0054538,Hartwell Energy Facility,34.3396,-82.8199,360.0,Gas,gas
USA0000754,Hartwell Lake,34.3564,-82.8219,420.0,Hydro,hydro
USA0060501,Hartz Way,40.7828,-74.0728,1.0,Solar,solar
USA0008026,Hartzog,43.8294,-105.5322,22.5,Gas,gas
USA0056635,Harvest,43.83,-83.2064,52.8,Wind,wind
USA0057888,Harvest 2,43.8556,-83.1669,59.4,Wind,wind
USA0063299,Harvest Beulaville  LLC,34.9039,-77.7842,2.0,Solar,solar
USA0059151,Harvest Power Orlando,28.3761,-81.5906,3.2,Biomass,biomass
USA0057152,Harvest Wind Project,45.8131,-120.3475,98.9,Wind,wind
USA0059078,Harwich Landfill,41.6961,-70.0919,4.0,Solar,solar
USA0054285,Hastings City Hydroelectric,44.7602,-92.8677,4.4,Hydro,hydro
USA0062833,Hastings Community Solar Farm,40.602,-98.437,1.5,Solar,solar
USA0060525,Hastings Solar,44.7593,-92.8249,4.5,Solar,solar
USA0000243,Hat Creek 1,40.9293,-121.5445,10.0,Hydro,hydro
USA0000244,Hat Creek 2,40.9607,-121.5487,10.0,Hydro,hydro
USA0004064,Hat Rapids,45.5711,-89.4806,1.7000000000000002,Hydro,hydro
USA0057591,Hatch Solar Energy Center I  LLC,32.63,-107.2597,5.0,Solar,solar
USA0010882,Hatchet Creek Project,40.8741,-121.9204,6.8,Hydro,hydro
USA0056654,Hatchet Ridge Wind Project,40.8981,-121.8036,101.2,Wind,wind
USA0061299,Hatfield Renewables Community Solar,42.3,-72.7,1.9,Solar,solar
USA0062091,Hatfield Solar PV,42.41,-72.57,3.6,Solar,solar
USA0060552,Hattiesburg Solar Farm,31.2758,-89.3012,50.0,Solar,solar
USA0002185,Hauser,46.7659,-111.8873,17.7,Hydro,hydro
USA0062651,Haven Solar Project CSG,45.518,-94.122,3.0,Solar,solar
USA0056848,Haverhill North Cogeneration Facility,38.5967,-82.8286,67.0,Gas,gas
USA0057269,Haverhill Solar Power Project,42.7811,-71.0926,1.0,Solar,solar
USA0058220,Haviland Plastic Products,41.0161,-84.5875,4.5,Wind,wind
USA0060708,Havre de Grace II - E at Perryman,39.436,-76.22,1.4,Solar,solar
USA0010258,Haw River Hydro,35.9483,-79.3244,1.5,Hydro,hydro
USA0055141,Hawk Road Facility,33.3585,-84.9914,495.0,Gas,gas
USA0055969,Hawkeye Energy Greenport LLC,41.106,-72.3762,54.0,Oil,oil
USA0055816,Hawkeye Power Partners LLC,43.0472,-93.4775,42.0,Wind,wind
USA0057832,Hawkeye Wind Farm,42.9489,-92.0622,35.0,Wind,wind
USA0050011,Hawks Nest Hydro,38.1478,-81.1753,102.0,Hydro,hydro
USA0056701,Haworth Water Treatment Plant,40.9593,-74.0151,16.0,Oil,oil
USA0002079,Hawthorn,39.1306,-94.4778,1046.2,Coal,coal
USA0056790,Hay Canyon Wind Power LLC,45.52,-120.5744,100.8,Wind,wind
USA0007153,Hay Road,39.7436,-75.5072,1193.0,Gas,gas
USA0000525,Hayden,40.4856,-107.185,465.4,Coal,coal
USA0000400,Haynes,33.7647,-118.0991,1739.1,Gas,gas
USA0058332,Haynes Farm,35.5258,-81.2353,5.0,Solar,solar
USA0010253,Haypress,39.5657,-120.5817,10.0,Hydro,hydro
USA0055144,Hays Energy Project,29.7806,-97.9894,989.0,Gas,gas
USA0061255,Haywood Farm Solar  LLC,35.343,-79.915,4.9,Solar,solar
USA0061733,Haywood Solar,35.5775,-89.2869,3.0,Solar,solar
USA0059009,Hayworth Solar,35.3253,-118.8786,27.0,Solar,solar
USA0010870,Hazelton,40.9282,-76.0409,171.5,Gas,gas
USA0054558,Hazelton B Hydro,42.6051,-114.093,7.6,Hydro,hydro
USA0057716,Hazle Spindle,40.9495,-76.0474,20.0,Storage,storage
USA0060554,Hazlehurst II,31.8194,-82.6022,52.5,Solar,solar
USA0062057,Hazlehurst III,31.8325,-82.6021,40.0,Solar,solar
USA0061217,Head of U Canal Hydro Project,42.7628,-114.3958,1.2,Hydro,hydro
USA0007179,Headgate Rock,34.1683,-114.2774,19.5,Hydro,hydro
USA0058416,Headwaters Wind Farm LLC,40.0667,-85.0133,200.0,Wind,wind
USA0006408,Heart Mountain,44.5138,-109.1296,5.0,Hydro,hydro
USA0059776,Heartland Community College,40.537,-89.019,1.7,Wind,wind
USA0061609,Heartland Divide Wind Project  LLC,41.7114,-94.802,103.5,Wind,wind
USA0055066,Heat Recovery Coke Facility,41.6789,-87.42,94.6,Cogeneration,cogeneration
USA0007111,Heber City,40.5037,-111.4252,14.1,Gas,gas
USA0054689,Heber Geothermal,32.7146,-115.518,81.5,Geothermal,geothermal
USA0058398,Heber Solar,32.7125,-115.5406,10.9,Solar,solar
USA0002266,Hebron,40.1879,-97.5779,56.7,Oil,oil
USA0059315,Hecate Energy Beacon Solar 1,35.2694,-118.0144,56.0,Solar,solar
USA0059316,Hecate Energy Beacon Solar 3,35.2531,-118.0147,56.0,Solar,solar
USA0059317,Hecate Energy Beacon Solar 4,35.2536,-118.0269,50.0,Solar,solar
USA0062778,Hecate Energy Blair Road LLC,30.286,-81.834,4.0,Solar,solar
USA0060577,Hector Farm,35.3762,-79.9097,5.0,Solar,solar
USA0060157,Heedeh Solar,34.3087,-78.2215,4.5,Solar,solar
USA0062267,Held Solar Project,45.5239,-94.2736,5.0,Solar,solar
USA0057831,Heliocentric,34.6543,-117.971,1.5,Solar,solar
USA0007913,Hell Gate,40.799,-73.9094,94.0,Gas,gas
USA0062438,Heller 400M,40.4987,-74.3878,1.2,Solar,solar
USA0057869,Heller Industrial Parks,40.3739,-74.4892,4.6000000000000005,Solar,solar
USA0003013,Hells Canyon,45.2439,-116.7008,391.5,Hydro,hydro
USA0062689,Hellyer Solar Farm,37.287,-121.8151,2.2,Solar,solar
USA0006100,Helms Pumped Storage,37.0293,-118.9683,1053.0,Hydro,hydro
USA0056275,Helzel & Schwarzhoff 86,35.0925,-118.3952,2.4,Wind,wind
USA0052165,Helzel & Schwarzhoff 88 Wind Farm,35.0908,-118.3936,1.8,Wind,wind
USA0001777,Hemlock Falls,46.1311,-88.225,2.8,Hydro,hydro
USA0060207,Hemlock Solar,36.4691,-77.5975,5.0,Solar,solar
USA0054731,Hendricks Regional Health,39.7615,-86.5016,4.3,Oil,oil
USA0001911,Hennepin Island,44.9824,-93.2542,13.7,Hydro,hydro
USA0057356,Henrico,37.6788,-77.5678,3.599999999999999,Waste,waste
USA0055807,Henrietta Peaker,36.2397,-119.9044,98.0,Gas,gas
USA0058975,Henrietta Solar Project,36.2188,-119.8058,102.0,Solar,solar
USA0007763,Henry County,39.9528,-85.5039,181.5,Gas,gas
USA0007399,Henry Station,43.5951,-83.8999,15.4,Gas,gas
USA0059986,Henryville Solar RES,38.5955,-85.7773,1.1,Solar,solar
USA0001554,Herbert A Wagner,39.1781,-76.5268,1058.5,Coal,coal
USA0058463,Herbert Farm Solar,38.5456,-76.7994,5.5,Solar,solar
USA0001283,Herington,38.6658,-96.9492,1.6,Oil,oil
USA0058103,Heritage Garden Wind Farm I LLC,45.7956,-86.5339,28.0,Wind,wind
USA0052057,Herkimer,43.0336,-74.9834,1.6,Hydro,hydro
USA0054761,Hermiston Generating Plant,45.8042,-119.37,621.2,Gas,gas
USA0055328,Hermiston Power Partnership,45.794,-119.3133,689.4,Gas,gas
USA0061779,Hernando,28.669,-82.4857,1.6,Waste,waste
USA0002572,Herrings,44.0217,-75.6511,5.4,Hydro,hydro
USA0060384,Hertford Solar Farm,36.1303,-76.4909,5.0,Solar,solar
USA0059182,Hesperia,34.435,-117.3781,1.5,Solar,solar
USA0002573,Heuvelton,44.6172,-75.4042,1.0,Hydro,hydro
USA0060778,Hew Fulton Farm  LLC,34.784,-79.4745,5.0,Solar,solar
USA0050268,Hewittville Hydroelectric,44.7052,-75.0079,3.0,Hydro,hydro
USA0054457,Hewlett Packard Enterprise,34.0864,-84.2677,8.0,Oil,oil
USA0060099,Hewlett-Packard (HP) - Andover  MA,42.6247,-71.1829,1.7,Solar,solar
USA0061793,Heyer CSG,44.2272,-93.4217,1.0,Solar,solar
USA0001979,Hibbing,47.4294,-92.935,35.9,Coal,coal
USA0000162,Hickman,37.6215,-120.7462,1.0,Hydro,hydro
USA0059829,Hickory,34.8022,-78.0092,5.0,Solar,solar
USA0059459,Hickory Ridge Landfill Solar Project,33.665,-84.3361,1.0,Solar,solar
USA0055545,Hidalgo Energy Center,26.3417,-98.1758,551.3,Gas,gas
USA0057617,Hidalgo Wind Farm LLC,26.4656,-98.4111,250.0,Wind,wind
USA0057861,Hidden Hollow Energy,43.6972,-116.2714,3.2,Waste,waste
USA0059260,Hidden View Dairy  LLC,41.0328,-87.0725,1.7000000000000002,Biomass,biomass
USA0055687,Higgins Generating Station,35.6139,-115.3561,688.4,Gas,gas
USA0002131,Higginsville,39.0733,-93.7147,51.6,Gas,gas
USA0061316,Higginsville Solar Farm,39.0021,-93.7268,2.5,Solar,solar
USA0050568,High Acres Gas Recovery,43.0817,-77.3817,9.6,Waste,waste
USA0001912,High Bridge,44.9314,-93.1117,644.0,Gas,gas
USA0002574,High Dam,43.4436,-76.4961,11.9,Hydro,hydro
USA0055518,High Desert Power Plant,34.5953,-117.3647,852.0,Gas,gas
USA0004065,High Falls (WI),45.2794,-88.1997,7.0,Hydro,hydro
USA0002575,High Falls - Croghan NY,43.9247,-75.3731,6.0,Hydro,hydro
USA0002530,High Falls - Saranac NY,44.6389,-73.7492,15.0,Hydro,hydro
USA0056945,High Lonesome Mesa LLC,34.4667,-105.9625,100.0,Wind,wind
USA0058019,High Mesa,42.88,-115.0367,40.0,Wind,wind
USA0056834,High Plains,35.3503,-101.54,10.0,Wind,wind
USA0057040,High Plains,41.6751,-106.0111,122.1,Wind,wind
USA0056059,High Point  Fairfield,35.9244,-79.9901,1.8,Oil,oil
USA0057196,High Point  POLO,35.97,-79.96,1.8,Oil,oil
USA0056260,High Point  Pump Station Rd,35.9861,-79.9497,3.6,Oil,oil
USA0054896,High Rock Hydro,35.6008,-80.2339,33.0,Hydro,hydro
USA0056953,High Sheldon Wind Farm,42.7794,-78.4269,112.0,Wind,wind
USA0010121,High Shoals Hydro (GA),33.8165,-83.5049,1.4,Hydro,hydro
USA0010550,High Shoals Hydro (NC),35.3943,-81.201,1.8,Hydro,hydro
USA0057977,High Sierra Cogeneration Plant,40.4128,-120.4774,6.0,Gas,gas
USA0050495,High Sierra Limited,35.509,-119.0305,49.8,Gas,gas
USA0001670,High Street Station,42.6986,-70.8697,10.9,Gas,gas
USA0056338,High Trail Wind Farm LLC,40.4792,-88.7989,198.0,Wind,wind
USA0056075,High Winds LLC,38.1381,-121.8053,162.0,Wind,wind
USA0006618,Highgate Falls,44.9336,-73.0511,11.1,Hydro,hydro
USA0000946,Highland,38.7412,-89.6849,17.6,Oil,oil
USA0057991,Highland North Wind Farm,40.3196,-78.6806,75.0,Wind,wind
USA0059163,Highland Solar Center LLC,35.3639,-77.4519,5.0,Solar,solar
USA0058883,Highland Wind Project (IA),43.0803,-95.6561,502.0,Wind,wind
USA0057139,Highland Wind Project (PA),40.3042,-78.6908,62.5,Wind,wind
USA0059487,Highwater Solar I,35.4339,-77.99,4.9,Solar,solar
USA0061409,Highway 56 Solar,33.6144,-96.6904,5.3,Solar,solar
